GOB_id,timepoint,radius micron,area (micron)
Anaerobe_ancestor,0,21.5287516,1456.0878
Anaerobe_ancestor,0,14.5406352,664.227158
Anaerobe_ancestor,0,11.6778931,428.429001
Anaerobe_ancestor,0,12.0211894,453.988394
Anaerobe_ancestor,0,17.5895719,971.986897
Anaerobe_ancestor,0,14.6046396,670.087565
Anaerobe_ancestor,0,14.0227814,617.757748
Anaerobe_ancestor,0,14.3602591,647.849946
Anaerobe_ancestor,0,13.4991091,572.479693
Anaerobe_ancestor,0,11.8349948,440.033776
Anaerobe_ancestor,0,15.1166747,717.897448
Anaerobe_ancestor,0,18.7765625,1107.59771
Anaerobe_ancestor,0,13.9064098,607.547052
Anaerobe_ancestor,0,16.5655015,862.10279
Anaerobe_ancestor,0,18.241253,1045.34394
Anaerobe_ancestor,0,15.2214092,727.87968
Anaerobe_ancestor,0,11.8640877,442.199827
Anaerobe_ancestor,0,14.6628254,675.437545
Anaerobe_ancestor,0,17.8630452,1002.44572
Anaerobe_ancestor,0,13.8831355,605.515124
Anaerobe_ancestor,0,14.1857017,632.195672
Anaerobe_ancestor,0,14.2904362,641.565262
Anaerobe_ancestor,0,14.4242635,653.637816
Anaerobe_ancestor,0,16.8389749,890.801972
Anaerobe_ancestor,0,12.2190212,469.053851
Anaerobe_ancestor,0,18.3052574,1052.69256
Anaerobe_ancestor,0,14.6628254,675.437545
Anaerobe_ancestor,0,16.7982448,886.497845
Anaerobe_ancestor,0,13.20818,548.069747
Anaerobe_ancestor,0,13.6969409,589.382224
Anaerobe_ancestor,0,13.1790871,545.658002
Anaerobe_ancestor,0,11.6895302,429.283296
Anaerobe_ancestor,0,17.0891739,917.470289
Anaerobe_ancestor,0,13.2139986,548.552735
Anaerobe_ancestor,0,14.3253477,644.703775
Anaerobe_ancestor,0,15.6403471,768.497829
Anaerobe_ancestor,0,11.9280921,446.983856
Anaerobe_ancestor,0,14.8373828,691.615116
Anaerobe_ancestor,0,16.6818732,874.257773
Anaerobe_ancestor,0,21.0516279,1392.26287
Anaerobe_ancestor,0,16.2687539,831.492718
Anaerobe_ancestor,0,13.3361888,558.744605
Anaerobe_ancestor,0,13.6853037,588.381151
Anaerobe_ancestor,0,14.6046396,670.087565
Anaerobe_ancestor,0,12.9928925,530.348766
Anaerobe_ancestor,0,16.9262536,900.060201
Anaerobe_ancestor,0,15.6228913,766.783389
Anaerobe_ancestor,0,13.0918084,538.454675
Anaerobe_ancestor,0,16.6062316,866.347355
Anaerobe_ancestor,0,14.4126264,652.583561
Anaerobe_ancestor,0,11.7302603,432.280029
Anaerobe_ancestor,0,16.1582008,820.230427
Anaerobe_ancestor,0,13.8714983,604.500436
Anaerobe_ancestor,0,21.2960083,1424.775
Anaerobe_ancestor,0,12.818335,516.194188
Anaerobe_ancestor,0,15.0410332,710.730922
Anaerobe_ancestor,0,18.2528902,1046.67814
Anaerobe_ancestor,0,12.5739546,496.699417
Anaerobe_ancestor,0,12.1084681,460.604606
Anaerobe_ancestor,0,15.9312761,797.353681
Anaerobe_ancestor,0,13.0510783,535.109502
Anaerobe_ancestor,0,11.8408134,440.466561
Anaerobe_ancestor,0,14.7966528,687.823225
Anaerobe_ancestor,0,12.9696182,528.450427
Anaerobe_ancestor,0,13.1558128,543.732435
Anaerobe_ancestor,0,11.9106363,445.676569
Anaerobe_ancestor,0,13.7027594,589.88308
Anaerobe_ancestor,0,13.7318523,592.39055
Anaerobe_ancestor,0,12.7950607,514.321377
Anaerobe_ancestor,0,13.4001932,564.120643
Anaerobe_ancestor,0,18.3634432,1059.39545
Anaerobe_ancestor,0,19.3700578,1178.72286
Anaerobe_ancestor,0,18.5205449,1077.59953
Anaerobe_ancestor,0,18.1481557,1034.70099
Anaerobe_ancestor,0,12.4052158,483.45774
Anaerobe_ancestor,0,15.5763427,762.22091
Anaerobe_ancestor,0,11.9920965,451.793626
Anaerobe_ancestor,0,18.9336642,1126.20957
Anaerobe_ancestor,0,15.5181569,756.536956
Anaerobe_ancestor,0,15.0759447,714.034082
Anaerobe_ancestor,0,15.2563207,731.222407
Anaerobe_ancestor,0,12.0328265,454.86779
Anaerobe_ancestor,0,16.9960766,907.501246
Anaerobe_ancestor,0,15.0584889,712.381545
Anaerobe_ancestor,0,11.776809,435.71763
Anaerobe_ancestor,0,16.7516961,881.591605
Anaerobe_ancestor,0,16.0069177,804.943313
Anaerobe_ancestor,0,18.6951024,1098.00816
Anaerobe_ancestor,0,14.0286,618.270516
Anaerobe_ancestor,0,12.9056138,523.247545
Anaerobe_ancestor,0,17.2637313,936.309024
Anaerobe_ancestor,0,20.8305218,1363.17047
Anaerobe_ancestor,0,18.5147263,1076.92254
Anaerobe_ancestor,0,16.3967627,844.629204
Anaerobe_ancestor,0,16.8389749,890.801972
Anaerobe_ancestor,0,17.31028,941.36502
Anaerobe_ancestor,0,15.7159886,775.949191
Anaerobe_ancestor,0,16.48986,854.24768
Anaerobe_ancestor,0,15.6228913,766.783389
Anaerobe_ancestor,0,19.0733102,1142.88364
Anaerobe_ancestor,0,13.9529584,611.62112
Anaerobe_ancestor,0,12.5157688,492.113112
Anaerobe_ancestor,0,16.7749705,884.043023
Anaerobe_ancestor,0,16.2163866,826.148376
Anaerobe_ancestor,0,17.170634,926.237873
Anaerobe_ancestor,0,17.4615631,957.891031
Anaerobe_ancestor,0,11.7535346,433.997128
Anaerobe_ancestor,0,19.7308099,1223.03728
Anaerobe_ancestor,0,14.6337325,672.759896
Anaerobe_ancestor,0,14.4708122,657.863342
Anaerobe_ancestor,0,11.8582691,441.766191
Anaerobe_ancestor,0,17.060081,914.349113
Anaerobe_ancestor,0,15.9720062,801.435939
Anaerobe_ancestor,0,12.2713884,473.082927
Anaerobe_ancestor,0,13.7842196,596.917398
Anaerobe_ancestor,0,18.671828,1095.27595
Anaerobe_ancestor,0,19.882093,1241.8641
Anaerobe_ancestor,0,11.9397292,447.856446
Anaerobe_ancestor,0,14.5639095,666.355237
Anaerobe_ancestor,0,15.8789089,792.120381
Anaerobe_ancestor,0,17.3160985,941.997976
Anaerobe_ancestor,0,13.0336226,533.679048
Anaerobe_ancestor,0,12.4284901,485.273541
Anaerobe_ancestor,0,13.7725824,595.909943
Anaerobe_ancestor,0,14.9886659,705.790541
Anaerobe_ancestor,0,13.8191311,599.94487
Anaerobe_ancestor,0,12.3470299,478.933125
Anaerobe_ancestor,0,17.9095939,1007.677
Anaerobe_ancestor,0,20.3708538,1303.672
Anaerobe_ancestor,0,21.202911,1412.34518
Anaerobe_ancestor,0,18.9511199,1128.28713
Anaerobe_ancestor,0,17.0717181,915.596946
Anaerobe_ancestor,0,15.8730903,791.539966
Anaerobe_ancestor,0,11.6720745,428.002173
Anaerobe_ancestor,0,13.6562108,585.882189
Anaerobe_ancestor,0,15.779993,782.282268
Anaerobe_ancestor,0,16.9553465,903.156914
Anaerobe_ancestor,0,15.8265417,786.904311
Anaerobe_ancestor,0,15.7858116,782.85928
Anaerobe_ancestor,0,13.6736665,587.380927
Anaerobe_ancestor,0,14.6511882,674.365847
Anaerobe_ancestor,0,11.7709904,435.287185
Anaerobe_ancestor,0,19.0558544,1140.79268
Anaerobe_ancestor,0,17.5662975,969.416354
Anaerobe_ancestor,0,16.1756566,822.003578
Anaerobe_ancestor,0,15.0235774,709.082214
Anaerobe_ancestor,0,17.9561425,1012.9219
Anaerobe_ancestor,0,12.5157688,492.113112
